LoanAmount,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,NonProfit,JobsReported,DateApproved,Lender,CD
8925,SHORELINE,WA,98155,611620,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,2,5-1-2020,"JPMorgan Chase Bank, National Association",WA-07
8923,SEATTLE,WA,98198,813110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,1,04/13/2020,KeyBank National Association,WA-09
8920,SEATTLE,WA,98121,531311,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,5-1-2020,"JPMorgan Chase Bank, National Association",WA-07
8918,SEATTLE,WA,98101,442110,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0,5-7-2020,"Wells Fargo Bank, National Association",WA-07
8917,GIG HARBOR,WA,98335,999990,Corporation,Unanswered,Unanswered,Unanswered,,1,5-1-2020,"JPMorgan Chase Bank, National Association",WA-06
8915,TACOMA,WA,98409,999990,Corporation,Unanswered,Female Owned,Non-Veteran,,2,5-1-2020,"JPMorgan Chase Bank, National Association",WA-06
8912,SEATTLE,WA,98104,541611,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,6-5-2020,"JPMorgan Chase Bank, National Association",WA-07
8907,SEATTLE,WA,98144,519190,Corporation,Unanswered,Unanswered,Unanswered,,0,5-2-2020,"Wells Fargo Bank, National Association",WA-09
8900,MOUNT VERNON,WA,98273,236115,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,4-11-2020,KeyBank National Association,WA-02
8900,SILVERDALE,WA,98383,311111,Limited  Liability Company(LLC),White,Female Owned,Non-Veteran,,4,04/13/2020,KeyBank National Association,WA-06
8898,RENTON,WA,98057,721191,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,07/21/2020,"JPMorgan Chase Bank, National Association",WA-09
8897,MOUNTLAKE TERRACE,WA,98043,813410,Corporation,Unanswered,Unanswered,Unanswered,,5,5-1-2020,"JPMorgan Chase Bank, National Association",WA-02
8895,SEATTLE,WA,98122,621340,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,04/13/2020,KeyBank National Association,WA-07
8885,SEATTLE,WA,98118,541921,Corporation,Unanswered,Unanswered,Unanswered,,1,5-1-2020,"JPMorgan Chase Bank, National Association",WA-09
8880,WENATCHEE,WA,98807,,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,5-1-2020,"JPMorgan Chase Bank, National Association",WA-04
8880,SEATTLE,WA,98125,561710,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3,8-3-2020,KeyBank National Association,WA-07
8876,SEATTLE,WA,98101,812112,Corporation,Unanswered,Unanswered,Unanswered,,,5-3-2020,"Wells Fargo Bank, National Association",WA-07
8875,PORT ORCHARD,WA,98366,541715,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,8-8-2020,KeyBank National Association,WA-06
8871,FEDERAL WAY,WA,98003,523930,Corporation,Unanswered,Unanswered,Unanswered,,0,06/30/2020,"Wells Fargo Bank, National Association",WA-09
8867,AUBURN,WA,98001,624410,Corporation,Unanswered,Male Owned,Non-Veteran,,0,04/30/2020,"Wells Fargo Bank, National Association",WA-09
8854,BELLINGHAM,WA,98225,541110,Corporation,Unanswered,Unanswered,Unanswered,,0,5-6-2020,"Wells Fargo Bank, National Association",WA-02
8851,WOODINVILLE,WA,98072,312130,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,8,4-11-2020,KeyBank National Association,WA-01
8846,EDMONDS,WA,98026,621210,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0,04/30/2020,"Wells Fargo Bank, National Association",WA-07
8845,BAINBRIDGE ISLAND,WA,98110,541618,Corporation,Unanswered,Unanswered,Unanswered,,1,5-1-2020,"JPMorgan Chase Bank, National Association",WA-06
8836,KIRKLAND,WA,98034,337110,Corporation,Unanswered,Unanswered,Unanswered,,,5-3-2020,"Wells Fargo Bank, National Association",WA-01
8833,TACOMA,WA,98409,812112,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0,5-1-2020,"Wells Fargo Bank, National Association",WA-06
8825.21,PUYALLUP,WA,98375,238990,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,06/15/2020,KeyBank National Association,WA-08
8822,SEATTLE,WA,98144,621420,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,5-1-2020,"JPMorgan Chase Bank, National Association",WA-09
8820,VANCOUVER,WA,98686,623312,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,5-8-2020,"Wells Fargo Bank, National Association",WA-03
8820,VANCOUVER,WA,98682,332710,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0,5-11-2020,"Wells Fargo Bank, National Association",WA-03
8820,VANCOUVER,WA,98682,611620,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3,04/30/2020,"JPMorgan Chase Bank, National Association",WA-03
8815,LYNNWOOD,WA,98037,813110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,2,5-1-2020,"JPMorgan Chase Bank, National Association",WA-02
8813,SEDRO WOOLLEY,WA,98284,238320,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0,5-8-2020,"Wells Fargo Bank, National Association",WA-02
8800,CLE ELUM,WA,98922,541410,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1,4-10-2020,KeyBank National Association,WA-08
8800,SEATTLE,WA,98116,541613,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,4-11-2020,KeyBank National Association,WA-07
8800,Seattle,WA,98103,446191,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,4,5-3-2020,KeyBank National Association,WA-07
8800,LYNNWOOD,WA,98036,624110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,2,4-11-2020,KeyBank National Association,WA-01
8800,KENT,WA,98032,237210,Corporation,Unanswered,Unanswered,Unanswered,,0,5-2-2020,"Wells Fargo Bank, National Association",WA-09
8795,SILVERDALE,WA,98383,,Corporation,Unanswered,Unanswered,Unanswered,,,5-3-2020,"Wells Fargo Bank, National Association",WA-06
8791,EDMONDS,WA,98026,236118,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,6-5-2020,"JPMorgan Chase Bank, National Association",WA-07
8782,KENMORE,WA,98028,541430,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,07/26/2020,"JPMorgan Chase Bank, National Association",WA-01
8778,TACOMA,WA,98445,811412,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,5-2-2020,"Wells Fargo Bank, National Association",WA-10
8773,VANCOUVER,WA,98683,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3,05/15/2020,KeyBank National Association,WA-03
8765,SEATTLE,WA,98117,423990,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,3,5-1-2020,"JPMorgan Chase Bank, National Association",WA-07
8765,SHELTON,WA,98584,453998,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3,06/26/2020,KeyBank National Association,WA-06
8758,ISSAQUAH,WA,98027,561720,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0,04/30/2020,"JPMorgan Chase Bank, National Association",WA-08
8752,PORT ORCHARD,WA,98366,541110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,8-4-2020,KeyBank National Association,WA-06
8752,YAKIMA,WA,98901,561492,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0,07/24/2020,"Wells Fargo Bank, National Association",WA-04
8750,BELLEVUE,WA,98008,541330,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1,5-1-2020,"JPMorgan Chase Bank, National Association",WA-09
8750,OLYMPIA,WA,98502,812320,Corporation,Unanswered,Unanswered,Unanswered,,1,5-1-2020,"JPMorgan Chase Bank, National Association",WA-06
8750,MARYSVILLE,WA,98270,999990,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1,5-1-2020,"JPMorgan Chase Bank, National Association",WA-02
8750,CLINTON,WA,98236,711310,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3,5-1-2020,"JPMorgan Chase Bank, National Association",WA-02
8750,SEATTLE,WA,98109,,Corporation,Unanswered,Unanswered,Unanswered,,1,5-1-2020,"JPMorgan Chase Bank, National Association",WA-07
8750,SEATTLE,WA,98115,524210,Corporation,Unanswered,Unanswered,Unanswered,,0,04/28/2020,"Wells Fargo Bank, National Association",WA-07
8750,TACOMA,WA,98443,,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,5-1-2020,"JPMorgan Chase Bank, National Association",WA-10
8750,KENT,WA,98032,484110,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,5-1-2020,"JPMorgan Chase Bank, National Association",WA-09
8750,TACOMA,WA,98418,,Corporation,Unanswered,Unanswered,Unanswered,,2,5-1-2020,"JPMorgan Chase Bank, National Association",WA-06
8750,KIRKLAND,WA,98033,999990,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,3,5-1-2020,"JPMorgan Chase Bank, National Association",WA-01
8750,REDMOND,WA,98053,999990,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,2,5-1-2020,"JPMorgan Chase Bank, National Association",WA-01
8750,OMAK,WA,98841,,Sole Proprietorship,Unanswered,Female Owned,Non-Veteran,,3,5-1-2020,"JPMorgan Chase Bank, National Association",WA-04
8750,LAKEWOOD,WA,98499,442210,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1,5-1-2020,"JPMorgan Chase Bank, National Association",WA-06
8750,SHORELINE,WA,98155,541430,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,04/29/2020,"JPMorgan Chase Bank, National Association",WA-07
8750,FEDERAL WAY,WA,98023,,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,5-1-2020,"JPMorgan Chase Bank, National Association",WA-09
8750,EVERETT,WA,98208,,Subchapter S Corporation,Unanswered,Male Owned,Unanswered,,2,5-1-2020,"JPMorgan Chase Bank, National Association",WA-01
8750,MOUNT VERNON,WA,98273,336612,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,4-11-2020,KeyBank National Association,WA-02
8750,MONROE,WA,98272,453991,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,3,5-7-2020,"JPMorgan Chase Bank, National Association",WA-01
8750,FEDERAL WAY,WA,98003,812112,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,5-9-2020,"Wells Fargo Bank, National Association",WA-09
8750,LAKEWOOD,WA,98499,813110,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0,04/30/2020,"Wells Fargo Bank, National Association",WA-06
8750,TACOMA,WA,98445,484122,Corporation,Asian,Male Owned,Non-Veteran,,0,07/19/2020,"Wells Fargo Bank, National Association",WA-10
8750,PUYALLUP,WA,98373,492110,Corporation,Unanswered,Unanswered,Unanswered,,0,07/20/2020,"Wells Fargo Bank, National Association",WA-10
8750,KENT,WA,98030,722511,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,2,04/30/2020,"JPMorgan Chase Bank, National Association",WA-09
8742,PORT TOWNSEND,WA,98368,423110,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0,5-7-2020,"Wells Fargo Bank, National Association",WA-06
8741,ACME,WA,98220,531110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,6-2-2020,KeyBank National Association,WA-01
8741,LYNNWOOD,WA,98037,541618,Corporation,Unanswered,Unanswered,Unanswered,,0,04/30/2020,"Wells Fargo Bank, National Association",WA-02
8740,LYNNWOOD,WA,98036,621330,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,07/15/2020,"JPMorgan Chase Bank, National Association",WA-01
8730,FRIDAY HARBOR,WA,98250,624210,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,3,4-11-2020,KeyBank National Association,WA-02
8717,SEATTLE,WA,98199,,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,2,5-1-2020,"JPMorgan Chase Bank, National Association",WA-07
8710,VANCOUVER,WA,98683,713940,Corporation,Unanswered,Unanswered,Unanswered,,2,5-1-2020,"JPMorgan Chase Bank, National Association",WA-03
8710,SEATTLE,WA,98109,561311,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,5-1-2020,"JPMorgan Chase Bank, National Association",WA-07
8705,VANCOUVER,WA,98682,484122,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,8-4-2020,"Wells Fargo Bank, National Association",WA-03
8700,SAMMAMISH,WA,98074,524210,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1,4-11-2020,KeyBank National Association,WA-08
8700,SEATTLE,WA,98115,,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,5-1-2020,"JPMorgan Chase Bank, National Association",WA-07
8700,SILVERDALE,WA,98383,611620,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,1,4-12-2020,KeyBank National Association,WA-06
8700,TACOMA,WA,98402,541110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,06/26/2020,KeyBank National Association,WA-06
8695,RENTON,WA,98059,999990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,5-1-2020,"JPMorgan Chase Bank, National Association",WA-08
8692,SEATTLE,WA,98199,541990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,5-1-2020,"JPMorgan Chase Bank, National Association",WA-07
8691,TACOMA,WA,98406,451120,Corporation,Unanswered,Unanswered,Unanswered,,13,5-1-2020,"JPMorgan Chase Bank, National Association",WA-06
8682,SPANAWAY,WA,98387,611620,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,06/29/2020,KeyBank National Association,WA-08
8680,N/A,WA,,999990,Subchapter S Corporation,Unanswered,Male Owned,Non-Veteran,,2,5-1-2020,"JPMorgan Chase Bank, National Association",
8667,SPOKANE,WA,99208,999990,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,2,04/28/2020,"JPMorgan Chase Bank, National Association",WA-05
8667,SPANGLE,WA,99031,722511,Corporation,Unanswered,Unanswered,Unanswered,,,5-3-2020,"Wells Fargo Bank, National Association",WA-05
8667,BREMERTON,WA,98311,541618,Corporation,Unanswered,Unanswered,Unanswered,,,5-3-2020,"Wells Fargo Bank, National Association",WA-06
8656,OMA,WA,98841,812112,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0,07/27/2020,"Wells Fargo Bank, National Association",WA-04
8650,YAKIMA,WA,98908,238220,Corporation,Unanswered,Unanswered,Unanswered,,,5-3-2020,"Wells Fargo Bank, National Association",WA-04
8647,OLYMPIA,WA,98506,812113,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0,5-1-2020,"JPMorgan Chase Bank, National Association",WA-10
8645,BATTLE GROUND,WA,98604,443142,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,1,5-1-2020,"JPMorgan Chase Bank, National Association",WA-03
8645,SNOHOMISH,WA,98290,236118,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,5-1-2020,"JPMorgan Chase Bank, National Association",WA-01
8645,SEATTLE,WA,98115,541310,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,04/30/2020,"JPMorgan Chase Bank, National Association",WA-07
8640,SEATTLE,WA,98104,,Corporation,Unanswered,Unanswered,Unanswered,,1,5-1-2020,"JPMorgan Chase Bank, National Association",WA-07
8639,NEWMAN LAKE,WA,99025,238330,Corporation,Unanswered,Unanswered,Unanswered,,0,5-1-2020,"Wells Fargo Bank, National Association",WA-05
8637,SEATTLE,WA,98118,541310,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,5-1-2020,"JPMorgan Chase Bank, National Association",WA-09
8630,ISSAQUAH,WA,98027,238160,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,5-1-2020,"JPMorgan Chase Bank, National Association",WA-08
8625,SEATTLE,WA,98103,624190,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,5-1-2020,"JPMorgan Chase Bank, National Association",WA-07
8616,MONROE,WA,98272,333314,Corporation,Unanswered,Unanswered,Unanswered,,0,06/23/2020,"Wells Fargo Bank, National Association",WA-01
8609,BELLEVUE,WA,98004,,Corporation,Unanswered,Unanswered,Unanswered,,,5-3-2020,"Wells Fargo Bank, National Association",WA-01
8602,LONG BEACH,WA,98631,115116,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1,8-6-2020,KeyBank National Association,WA-03
8600,YAKIMA,WA,98901,541110,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,4-10-2020,KeyBank National Association,WA-04
8600,WESTPORT,WA,98595,484121,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,06/30/2020,KeyBank National Association,WA-06
8583,AUBURN,WA,98002,999990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,04/30/2020,"Wells Fargo Bank, National Association",WA-08
8580,EVERSON,WA,98247,561110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,5,5-1-2020,"JPMorgan Chase Bank, National Association",WA-01
8580,SEATTLE,WA,98108,999990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,5-1-2020,"JPMorgan Chase Bank, National Association",WA-07
8577.5,MUKILTEO,WA,98275,424990,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1,4-10-2020,KeyBank National Association,WA-02
8574,MAPLE VALLEY,WA,98038,541110,Corporation,Unanswered,Unanswered,Unanswered,,0,5-2-2020,"Wells Fargo Bank, National Association",WA-08
8571,REDMOND,WA,98052,541618,Corporation,Unanswered,Female Owned,Non-Veteran,,,5-3-2020,"Wells Fargo Bank, National Association",WA-01
8570,TACOMA,WA,98444,524210,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,04/15/2020,KeyBank National Association,WA-06
8563,KIRKLAND,WA,98033,484230,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,06/25/2020,"Wells Fargo Bank, National Association",WA-01
8555,OAK HARBOR,WA,98277,541219,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1,5-4-2020,"JPMorgan Chase Bank, National Association",WA-02
8554,STANWOOD,WA,98292,811121,Corporation,Unanswered,Unanswered,Unanswered,,0,5-4-2020,"Wells Fargo Bank, National Association",WA-02
8552,SEATTLE,WA,98109,999990,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,5-1-2020,"JPMorgan Chase Bank, National Association",WA-07
8542,SPOKANE,WA,99223,541990,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,,5-3-2020,"Wells Fargo Bank, National Association",WA-05
8542,OLALLA,WA,98359,237110,Corporation,Unanswered,Unanswered,Unanswered,,0,06/30/2020,"Wells Fargo Bank, National Association",WA-06
8540,SEATTLE,WA,98121,512110,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,5-5-2020,"JPMorgan Chase Bank, National Association",WA-07
8535,LACEY,WA,98503,531210,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,5,4-11-2020,KeyBank National Association,WA-10
8519,BOTHELL,WA,98021,811111,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,7,04/13/2020,KeyBank National Association,WA-01
8502,ENUMCLAW,WA,98022,236115,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,2,5-1-2020,"JPMorgan Chase Bank, National Association",WA-08
8500,FEDERAL WAY,WA,98023,512199,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,5-1-2020,"JPMorgan Chase Bank, National Association",WA-09
8500,MONROE,WA,98272,999990,Corporation,Unanswered,Unanswered,Unanswered,,1,5-1-2020,"JPMorgan Chase Bank, National Association",WA-01
8500,KIRKLAND,WA,98034,492110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,5-1-2020,"JPMorgan Chase Bank, National Association",WA-01
8500,SEATTLE,WA,98148,813110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,1,4-10-2020,KeyBank National Association,WA-09
8500,ABERDEEN,WA,98520,113310,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,2,4-11-2020,KeyBank National Association,WA-06
8500,BELLEVUE,WA,98007,999990,Corporation,Unanswered,Unanswered,Unanswered,,2,5-1-2020,"JPMorgan Chase Bank, National Association",WA-09
8500,Friday Harbor,WA,98250,561990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,5-3-2020,KeyBank National Association,WA-02
8500,SEDRO WOOLLEY,WA,98284,621310,Corporation,Hispanic,Male Owned,Non-Veteran,,3,04/13/2020,KeyBank National Association,WA-02
8500,ORTING,WA,98360,713940,Limited  Liability Company(LLC),White,Female Owned,Non-Veteran,,1,04/13/2020,KeyBank National Association,WA-08
8500,LAKEWOOD,WA,98499,812112,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,05/16/2020,KeyBank National Association,WA-06
8498,WOODINVILLE,WA,98077,531210,Independent Contractors,Unanswered,Unanswered,Unanswered,,1,07/28/2020,KeyBank National Association,WA-01
8489,LAKE STEVENS,WA,98258,623312,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,8-5-2020,"Wells Fargo Bank, National Association",WA-02
8485,TOLEDO,WA,98591,624410,Partnership,Unanswered,Unanswered,Unanswered,,2,5-1-2020,"JPMorgan Chase Bank, National Association",WA-03
8483,SNOHOMISH,WA,98290,484220,Corporation,Unanswered,Unanswered,Unanswered,,1,8-7-2020,KeyBank National Association,WA-01
8475,SEATTLE,WA,98101,423940,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,5-1-2020,"JPMorgan Chase Bank, National Association",WA-07
8475,TACOMA,WA,98421,811192,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,5-1-2020,"Wells Fargo Bank, National Association",WA-09
8465,BELLINGHAM,WA,98229,512110,Corporation,White,Male Owned,Non-Veteran,,0,8-5-2020,"Wells Fargo Bank, National Association",WA-02
8465,EPHRATA,WA,98823,721110,Subchapter S Corporation,Unanswered,Unanswered,Non-Veteran,,2,5-1-2020,"JPMorgan Chase Bank, National Association",WA-04
8464,SEATTLE,WA,98125,811111,Corporation,Unanswered,Unanswered,Unanswered,,,5-3-2020,"Wells Fargo Bank, National Association",WA-07
8457,OLYMPIA,WA,98502,541110,Corporation,Unanswered,Unanswered,Unanswered,,1,5-1-2020,"JPMorgan Chase Bank, National Association",WA-06
8457,BELLINGHAM,WA,98225,621330,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,8-8-2020,KeyBank National Association,WA-02
8450,SEATTLE,WA,98115,722513,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3,4-11-2020,KeyBank National Association,WA-07
8450,SEATTLE,WA,98102,541690,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,8-4-2020,"JPMorgan Chase Bank, National Association",WA-07
8448,CHEHALIS,WA,98532,484121,Limited Liability Partnership,Unanswered,Unanswered,Unanswered,,1,06/23/2020,KeyBank National Association,WA-03
8446,BURIEN,WA,98168,441120,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,6-10-2020,"Wells Fargo Bank, National Association",WA-09
8442,VANCOUVER,WA,98661,238990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,5-1-2020,"JPMorgan Chase Bank, National Association",WA-03
8442,KIRKLAND,WA,98033,531311,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,6-8-2020,"JPMorgan Chase Bank, National Association",WA-01
8438,SEATTLE,WA,98133,236118,Corporation,Unanswered,Unanswered,Unanswered,,0,6-12-2020,"Wells Fargo Bank, National Association",WA-07
8437,SPOKANE,WA,99205,448120,Corporation,Unanswered,Unanswered,Unanswered,,2,5-1-2020,"JPMorgan Chase Bank, National Association",WA-05
8434,YELM,WA,98597,238990,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0,06/16/2020,"Wells Fargo Bank, National Association",WA-03
8424,Eatonville,WA,98328,321918,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,5-3-2020,KeyBank National Association,WA-08
8422,SEATTLE,WA,98107,999990,Corporation,Unanswered,Unanswered,Unanswered,,,5-3-2020,"Wells Fargo Bank, National Association",WA-07
8422,SPOKANE VLY,WA,99206,484121,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,07/28/2020,"JPMorgan Chase Bank, National Association",WA-05
8420,KITTITAS,WA,98934,484220,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,07/20/2020,"JPMorgan Chase Bank, National Association",WA-08
8418,LAKEWOOD,WA,98439,811113,Corporation,Unanswered,Unanswered,Unanswered,,0,5-2-2020,"Wells Fargo Bank, National Association",WA-10
8412,SEATTLE,WA,98119,541213,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,05/29/2020,"JPMorgan Chase Bank, National Association",WA-07
8408,BOTHELL,WA,98012,611620,Corporation,Unanswered,Unanswered,Unanswered,,,5-3-2020,"Wells Fargo Bank, National Association",WA-01
8401,BELLINGHAM,WA,98226,238320,Corporation,Unanswered,Unanswered,Unanswered,,0,5-7-2020,"Wells Fargo Bank, National Association",WA-02
8400,WALLA WALLA,WA,99362,999990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3,5-1-2020,"JPMorgan Chase Bank, National Association",WA-05
8400,RENTON,WA,98058,722513,Corporation,Unanswered,Unanswered,Unanswered,,5,06/22/2020,KeyBank National Association,WA-08
8400,KENNEWICK,WA,99338,453910,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,04/29/2020,"JPMorgan Chase Bank, National Association",WA-04
8400,BOTHELL,WA,98012,624410,Corporation,Unanswered,Unanswered,Unanswered,,1,4-11-2020,KeyBank National Association,WA-01
8400,EDMONDS,WA,98026,812990,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,07/15/2020,"JPMorgan Chase Bank, National Association",WA-07
8396,SEATTLE,WA,98116,236115,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,5-3-2020,"Wells Fargo Bank, National Association",WA-07
8394,PUYALLUP,WA,98373,562119,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,04/15/2020,KeyBank National Association,WA-10
8385,SEATTLE,WA,98105,441110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,5-1-2020,"JPMorgan Chase Bank, National Association",WA-07
8375,KENT,WA,98030,424990,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1,04/28/2020,KeyBank National Association,WA-09
8375,MOUNTLAKE TERRACE,WA,98043,,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1,5-1-2020,"JPMorgan Chase Bank, National Association",WA-02
8375,KIRKLAND,WA,98033,531210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,5-1-2020,"JPMorgan Chase Bank, National Association",WA-01
8369,FEDERAL WAY,WA,98023,484210,Corporation,Unanswered,Unanswered,Unanswered,,0,04/29/2020,"Wells Fargo Bank, National Association",WA-09
8362,OLYMPIA,WA,98512,561730,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,06/18/2020,"Wells Fargo Bank, National Association",WA-10
8350,SEATTLE,WA,98105,999990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,5-3-2020,"Wells Fargo Bank, National Association",WA-07
8347,VANCOUVER,WA,98665,238130,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,3,04/30/2020,"JPMorgan Chase Bank, National Association",WA-03
8341,KINGSTON,WA,98346,238210,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,,06/26/2020,KeyBank National Association,WA-06
